qid,sentid,question,sentence text,label
505,4,Which are the main methods for pharmacophore modelling?,We discuss the pharmacophore mapping methods that have been successfully employed in the discovery of first-in-class inhibitors.,0
1218,6,Which type of lung cancer is afatinib used for?,"In preclinical studies, afatinib not only inhibited the growth of models with common activating EGFR mutations, but was also active in lung cancer models harboring wild-type EGFR or the EGFR L858R/T790M double mutant.",0
88,0,Is fatigue prevalent in patients receiving treatment for glioblastoma?,"By contrast, fatigue worsened over time, with a difference in mean score of 5.6 points between baseline and 4-month follow-up (P=.02).",1
720,29,What causes Katayama Fever?,A 35-year-old man presented with fever and severe urticaria after visiting Uganda.,0
480,14,Are epigenetic modifications implicated in cardiovascular development and disease?,"Epigenetic modifications are heritable alterations of the genome, which can govern gene expression without altering the DNA sequence.",0
3957,12,Which diseases are associated with the Yaa gene?,"The accelerated development of systemic lupus erythematosus (SLE) in BXSB male mice is associated with the presence of an as yet unidentified mutant gene, Yaa (Y-linked autoimmune acceleration).",0
3232,33,Is subdural empyema a complication of sinusitis?,Subdural empyema is an uncommon but serious complication of sinusitis.,0
89,2,List two common features of Tay syndrome.,Cases without manifest ichthyosis are also identified as PBIDS.,0
469,6,What is the treatment of neuropathic pain in children?,Pregabalin is one of the first drugs registered for the treatment of neuropathic pain.,1
3931,3,Is cadherin a plasma membrane marker?,"E-cadherin, a central component of the adherens junction (AJ), is a single-pass transmembrane protein",1
1781,14,What molecule is targeted by Avelumab?,"Systemic Immunotherapy of Non-Muscle Invasive Mouse Bladder Cancer with Avelumab, an Anti-PD-L1 Immune Checkpoint Inhibitor.",0
2444,18,List the ten types of conjoined twins.,"RESULTS Three sets of female conjoined twins underwent successful separation 2 pygopagus, one ischiopagus tripus) with 5 surviving infants.",0
806,38,Which enzyme is involved in the maintenance of DNA (cytosine-5-)-methylation?,DNA methylation is catalyzed by a family of DNA methyltransferases (DNMTs) including the maintenance enzyme DNMT 1 and de novo methyltransferases DNMT 3a and DNMT 3b.,0
1015,13,List tele monitoring applications of miniaturised sensors,"Patients in the intervention arm transmitted weekly blood pressure readings wirelessly, using adapted sensors via mobile phones to a central server.",0
2232,46,Is there any role of TBR1 in autism?,TBR1 regulates autism risk genes in the developing neocortex.,0
2772,3,What is the mechanism of action of Brigatinib?,"Comparison between ALK-brigatinib and ALK-crizotinib suggests that the scaffold of brigatinib is well anchored to the residue Met1199 of hinge region by two hydrogen bonds, and the residue Lys1150 has the strong electrostatic interaction with the dimethylphosphine oxide moiety in brigatinib.",0
1330,10,What is the definition and the biological role of epithelial-mesenchymal transition (EMT),"Therefore, the definition of this phenotype is of great clinical interest.",0
3600,1,Which de novo mutation in FGFR cause achondroplasia?,"More than 90% of cases are sporadic and there is an increased paternal age at the time of conception of affected individuals, suggesting that de novo mutations are of paternal origin.",0
2442,12,Which genes belong to the AUX/IAA family of transcription repressors in plants?,"Auxin dose-response assays revealed that IAA9 downregulated lines were hypersensitive to auxin, although the only early auxin-responsive gene that was found to be upregulated in the antisense lines was IAA3",0
3836,8,The NoSAS Score can be used for screening of which disorders?,The NoSAS score and the SBQ questionnaire have a moderate performance in diagnosing OSAHS.,0
1237,18,Has the protein GFP been used in transgenesis for live protein imaging?,"Typically transgenes are generated by placing a promoter upstream of a GFP reporter gene or cDNA of interest, and this often produces a representative expression pattern.",0
938,8,Which are the main functions of the APOBEC3 family of proteins?,Foamy virus Bet proteins function as novel inhibitors of the APOBEC3 family of innate antiretroviral defense factors.,1
825,7,"Could Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT)
cause sudden cardiac death?","Although rare, CPVT is suspected to cause a substantial part of sudden cardiac deaths in young individuals.",0
1617,15,What are the skeletal muscle satellite cells?,"Satellite cell-derived muscle precursor cells may be used to repair and regenerate damaged or myopathic skeletal muscle, or to act as vectors for gene therapy.",0
929,10,What type of enzyme is peroxiredoxin 2 (PRDX2)?,Human erythrocyte peroxiredoxin 2 (Prx2) is a typical 2-cys cytosolic peroxiredoxin with thiol-dependent hydrogen peroxide scavenger activity.,0
551,14,Which receptors are bound by Tasimelteon?,"Results indicate that tasimelteon is a potent Dual Melatonin Receptor Agonist (DMRA) with 2.1-4.4 times greater affinity for the MT2 receptor believed to mediate circadian rhythm phase-shifting (Ki = 0.0692 nM and Ki = 0.17 nM in NIH-3T3 and CHO-K1 cells, respectively), than for the MT1 receptor (Ki = 0.304 nM and Ki = 0.35 nM, respectively).",0
1614,10,"Describe the isolation of transcription factor complexes by in vivo biotinylation tagging and direct binding to streptavidin beads, as applied for the case of the essential hematopoietic transcription factor GATA-1.","We have described the application of a simple biotinylation tagging approach for the direct purification of tagged transcription factor complexes, based on the use of artificial short peptide tags that are specifically and efficiently biotinylated by the bacterial BirA biotin ligase, which is co-expressed in cells with the tagged factor.",0
2181,3,Which is the major RNA editing enzyme in Drosophila melanogaster?,Genetic Determinants of RNA Editing Levels of ADAR Targets in Drosophila melanogaster.,1
3905,21,What is the active ingredient in the most common hand sanitizer?,Whereas early clinical effects of m,0
2466,5,Is trastuzumab associated cardiotoxicity reversible?,"Cardiotoxicity is a potential adverse effect, manifesting as either an asymptomatic decline in left-ventricular ejection fraction or infrequently as largely reversible symptomatic heart failure (HF).",1
1415,11,What hand deformities do patients with Apert syndrome present with?,"In Apert syndrome, characterised by syndactyly of the hands and feet, recurrent mutations of a serine-proline dipeptide (either Ser252Trp or Pro253Arg) in the linker between the IgII and IgIII extracellular immunoglobulin-like domains, have been documented in more than 160 unrelated individuals.",1
4026,3,How is the STING protein activated?,Detection of intracellular DNA by the cGAS-STING pathway activates a type I interferon-mediated innate immune response that protects from virus infection.,1
854,7,What is the role of photodynamic therapy for meningioma treatment?,Susceptibility to 5-aminolevulinic acid based photodynamic therapy in WHO I meningioma cells corresponds to ferrochelatase activity.,1
487,2,What is considered a reliable technique for the definitive cytogenetic diagnosis of Fanconi anemia homozygosity?,"In the great majority of cases, DEB and MMC stressing are reliable techniques for the definitive cytogenetic diagnosis of FA homozygosity",1
35,4,What are the main indications of lacosamide?,"Two additional AEDs, lacosamide and eslicarbazepine acetate, have been licensed recently for a more traditional indication, refractory partial-onset seizures.",0
1824,2,Which are the lipid lowering drugs administered in patients with Coronary Artery Disease (CAD)?,"Using Cox regression analysis, the most significant factors associated with achieving LDL cholesterol goals were lower baseline LDL cholesterol, average statin dose, and ezetimibe use.",0
147,9,Has the protein TIEG1 been associated with apoptosis?,Influence of TIEG1 on apoptosis,0
1119,7,Which is the RNA sequence of the canonical polyadenylation signal?,olyadenylation signal site (AATAAA),0
138,1,Which are the plant DNA (cytosine-5) methyltransferase families?,"In addition, sequence analyses of the plant C5-MTase target recognition domain sequences were performed and phylogenetic trees were reconstructed showing that there is good conservation among but not within the plant C5-MTase families.",0
938,5,Which are the main functions of the APOBEC3 family of proteins?,APOBEC3A is a specific inhibitor of the early phases of HIV-1 infection in myeloid cells,1
1528,11,What is the treatment of choice  for gastric lymphoma?,"With the exception of eradication therapy in H. pylori-positive low-grade lymphoma of stage EI and the subgroup of locally advanced high-grade lymphoma, resection remains the treatment of choice.",1
4100,1,Are synonymous sites in primates and rodents functionally constrained?,"After controlling for the effects of GC content, our results were similar to those from previous studies, i.e., synonymous sites in primates exhibited evidence for higher selective constraint that those in rodents.",1
2432,68,Centor criteria are used for which disease?,No antibiotics were given until culture results were obtained.The sample size was 100 patients.,0
3280,2,Is Protoporphyrinogen oxidase localized to the mitochondrium?,Mitochondrial targeting of human protoporphyrinogen oxidase.,1
361,11,What are the names of anti-CD52 monoclonal antibody that is used for treatment of multiple sclerosis patients?,"Against an active comparator and the current first-line therapy for relapsing-remitting multiple sclerosis (interferon-beta), alemtuzumab showed a significant reduction in annualized relapse rate as well as a significant reduction in the accumulation of disability.",0
581,22,Is CD99 encoded by MIC2 gene?,"Monoclonal antibody (MAb) HBA71, which was raised against Ewing's sarcoma cells, recognizes a cell-surface glycoprotein, p30/32MIC2, that is encoded by the MIC2 gene in the pseudoautosomal region of human chromosomes X and Y.",0
3667,18,What is the target of galcanezumab?,"A new era for migraine: Pharmacokinetic and pharmacodynamic insights into monoclonal antibodies with a focus on galcanezumab , an anti-CGRP antibody",0
159,38,Is glycyl-tRNA synthetase gene involved in the development of Charcot-Marie-Tooth disease?,"Of the many inherited Charcot-Marie-Tooth peripheral neuropathies, type 2D (CMT2D) is caused by dominant point mutations in the gene GARS, encoding glycyl tRNA synthetase (GlyRS).",0
1091,0,In which genomic positions is the histone variant macroH2A enriched?,"Although macroH2A1 nucleosomes are widely distributed across the genome, their local concentration varies over a range of 100-fold or more",0
4221,11,Does a comet assay measure radiation induced mutations?,"2, 4, 6, 8 and 10 Gy) of gamma radiation and their genotoxic effects on the haemocytes were studied using the comet assay.",0
2111,1,Does the TOP2B/TOP2A expression ratio affect the response to AML chemotherapy?,Genes with distinct expression profiles such as TOP2B/TOP2A expression ratio at diagnosis can be employed for outcome prediction after the treatment with standard regimens in AML patients with M2 subtype.,1
2322,5,Which drugs were tested in the KEYNOTE-006 study?,"Patient-reported outcomes in KEYNOTE-006, a randomised study of pembrolizumab versus ipilimumab in patients with advanced melanoma",1
2092,17,Can valproic acid prolong survival of glioblastoma patients?,"Patients receiving VPA alone (97 [16.9%]) appeared to derive more survival benefit from TMZ/RT (hazard ratio [HR] 0.39, 95% confidence interval [CI] 0.24-0.63) than patients receiving an EIAED only (252 [44%]) (HR 0.69, 95% CI 0.53-0.90) or patients not receiving any AED (HR 0.67, 95% CI 0.49-0.93).VPA may be preferred over an EIAED in patients with glioblastoma who require an AED during TMZ-based chemoradiotherapy.",0
2992,0,List the releases of tmVar,"Here, we report tmVar, a text-mining approach based on conditional random field (CRF) for extracting a wide range of sequence variants described at protein, DNA and RNA levels according to a standard nomenclature developed by the Human Genome Variation Society.",1
2053,30,Where are the unipolar brush cells localized?,The unipolar brush cell: a neglected neuron of the mammalian cerebellar cortex.,0
871,10,What are the known families of deadenylases?,"In contrast to two other DEDD family members, PAN2 and PARN, mCAF1 was not activated either by PAB1 or capped RNA substrates.",0
2711,5,Which human chromosome is the product of fusion?,Human chromosome 2 is a product of a telomere fusion of two ancestral chromosomes and loss/degeneration of one of the two original centromeres.,0
2721,21,Is Brucella abortus the organism that causes brucillosis known to cause spontaneous abortions in humans?,Brucella abortus is a facultative intracellular bacterial pathogen that causes abortion in domestic animals and undulant fever in humans.,0
36,23,Which fusion protein is involved in the development of Ewing sarcoma?,The EWS-ETS fusion is causative in the development of Ewing's tumour.,0
859,3,Which trinucleotide repeat disorders are affecting the nervous system?,"Fragile X and myotonic dystrophy are multisystem disorders usually associated with large expansions of untranslated repeats, while the four neurodegenerative disorders, SBMA, Huntington's disease, SCA1, and DRPLA, are caused by smaller expansions of CAG repeats within the protein coding portion of the gene.",1
2374,19,Which bacteria causes erythrasma?,bacterial skin infections are important to recognize because we have the means to eradicate almost all of them primary skin infections are mainly caused by staphylococci or streptococci staphylococci infections present as furuncles and carbuncles superficial folliculitis impetigo or rarely the scalded skin syndrome streptococcal infections present as impetigo ecthyma erysipelas or cellulitis corynebacteria causes erythrasma trichomycosis or pitted keratolysis gram negative primary skin infections although uncommon may occur bacterial cultures are generally necessary for diagnosis secondary bacterial infections of pre existing wounds burns dermatitic skin or retention cysts are common events.,0
1395,3,Does prudent diet reduce cardiovascular risk?,"In a large healthy Italian population, non-predefined dietary patterns including foods considered to be rather unhealthy, were associated with higher levels of cardiovascular risk factors, CRP and individual global CVD risk, whereas a ""prudent-healthy"" pattern was associated with lower levels.",1
25,0,Which proteins participate in the formation of the ryanodine receptor quaternary macromolecular complex?,"Calsequestrin (CSQ) is a Ca(2+) storage protein that interacts with triadin (TRN), the ryanodine receptor (RyR), and junctin (JUN) to form a macromolecular tetrameric Ca(2+) signaling complex in the cardiac junctional sarcoplasmic reticulum (SR).",1
183,20,What are the biological roles proposed for proteins containing the SPRY domain?," evolution of primate TRIM5alpha, a gene restricting HIV-1 infection",0
3392,5,What is known about Opicinumab for multiple sclerosis?,A future phase II trial will provide more insights regarding the compound.,1
3364,0,Is PRDM9 essential for meiosis?,"Our findings do not identify the nature of the underlying DNA sequences, but argue against the proposed role of Prdm9 as an essential transcription factor in mouse meiosis",1
1441,9,Give an overview of visualizing genomes with oligopaint FISH probes.,"This unit details how Oligopaint probes can be synthesized using basic molecular biological techniques, and provides protocols for FISH, 3D-FISH, and sample preparation.",0
760,43,What is the inheritance pattern of Emery-Dreifuss muscular dystrophy? ,"Emery-Dreifuss muscular dystrophy is a syndrome with five salient features: early and unusual contractures; humeroperoneal muscle wasting; the slow progression of weakness, beginning in childhood; cardiac conduction defects; and X-linked inheritance.",0
682,8,Is sumoylation implicated in myogenesis?,"Here, we biochemically characterize SnoN sumoylation in detail and report the physiological function of the modification.",1
3827,10,What is the chemical structure of Etanercept (ETN)?,Etanercept (ETN) is a fusion protein of the receptor (CD120b) for tumor necrosis factor (TNF) and the Fc portion of IgG1.,0
1499,18,What is an acceptable sequence coverage(depth) required for human whole-exome sequencing?,"We sequenced the exomes of 1,000 Danish cases with common forms of type 2 diabetes (including body mass index > 27.5 kg/m(2) and hypertension) and 1,000 healthy controls to an average depth of 56×.",0
619,24,What is the genetic basis of propionic acidemia?,"PCC is a multimeric protein composed of two different alpha- and beta-PCC subunits, nuclearly encoded by the PCCA and PCCB genes, respectively.",0
86,42,Which antibiotics target peptidoglycan biosynthesis?,The target pathway - peptidoglycan biosynthesis - was upregulated following fosfomycin treatment.,0
257,44,Does helicobacter pylori infection increase risk for ischemic stroke?,"Presently, it is insufficiently established whether Helicobacter pylori infection represents a risk factor for ischemic stroke",0
4220,3,What is known about aberrant proteolytic activity in disease?,the authors report aberrant proteolytic activity in the salivary glands of non-obese diabetic mice and the generation of a unique organ-specific 17 kDa fragment of the chemokine and adhesion molecule fractalkine.,1
134,3,What is the association of spermidine with α-synuclein neurotoxicity?,"In this line, administration of spermidine rescued α-synuclein-induced loss of dopaminergic neurons, a hallmark of PD, in nematodes.",1
2493,8,Describe JACUSA,"Intriguingly, JACUSA captures most A→I events from RRD comparisons of RNA sequencing data derived from Drosophila and HEK-293 data sets.",0
1142,10,How are thyroid hormones involved in the development of diabetic cardiomyopathy?,"While diabetic rats treated with T3 alone did not show significant improvement of myocardial function when compared with untreated diabetics, the function of those treated with both T3 and methyl palmoxirate was not significantly different from that in control rat hearts",1
2141,2,Is osteocrin expressed exclusively in the bone?,Osteocrin (Ostn) is a recently discovered secreted protein produced by cells of the osteoblast lineage that shows a well conserved homology with members of the natriuretic peptide (NP) family.,1
1994,30,Which histone mutation is associated with gliomas?,"Interestingly, the G34 mutations, the K36M mutations, and the majority of K27M mutations occur in genes encoding the replacement histone H3.3.",0
1658,13,Does cucumber lower blood sugar in diabetics?,Antidiabetic activity of aqueous fruit extract of Cucumis trigonus Roxb.,0
293,3,Which type of lung cancer is the most strongly associated with Lambert-Eaton syndrome?,Investigations disclosed a small cell lung cancer.,0
627,14,What is the mode of inheritance of Marchesani syndrome?,Inheritance is autosomal recessive.,0
692,4,Explain the concept proteostasis.,"The ubiquitin-proteasome system and autophagy (chaperone-mediated, macro, micro and organelle specific) act synergistically to maintain proteostasis.",0
1254,20,Which compounds exist that are thyroid hormone analogs?,The relative binding affinity of the receptor for thyroid hormone analogs was in the order TRIAC greater than L-T3 greater than D-T3 greater than L-T4 in both cell lines,0
473,1,What is Prudent Diet?,Prudent (high in vegetables) and Western (high in meats) patterns were identified by using a principal component analysis.,1
3866,29,Which cancer can be treated with Darolutamide?,BACKGROUND AND OBJECTIVES: Darolutamide is a novel androgen receptor (AR) antagonist approved for the treatment of nonmetastatic castration-resistant prostate cancer (nmCRPC).,1
4,12,Is RANKL secreted from the cells?,Osteoprotegerin (OPG) and receptor activator of nuclear factor κB ligand (RANKL) are cytokines predominantly secreted by osteoblasts and play critical roles in the differentiation and function of osteoclasts.,1
2501,1,"Down's syndrome occurs when an individual has an extra copy or part of a copy of chromosome 21, yes or no?","Down syndrome (DS), trisomy 21, is caused by increased dose of genes present on human chromosome 21 (HSA21)",1
3516,5,List the most common cancers after a radiation exposure?,"Radiation-induced solid cancer begins to appear at later ages than such cancer is normally prone to develop, and continues to increase proportionally with the increase in mortality or incidence in the control group as it ages.",1
302,7,What is HbVar?,"Users can formulate more precise queries, such as identifying ""all beta-globin variants associated with instability and found in Scottish populations.""",1
2229,8,Does PCSK9 (Proprotein convertase subtilisin/kexin type 9) binds with HDL-receptor (HDL-R)?,Proprotein convertase subtilisin kexin type 9 (PCSK9) modulates LDL-c through post-translational degradation of the LDLR.,1
454,7,List the main proteases used for sample digestion in proteomics.,proteins were digested by thermolysin,0
1064,3,What is Sotos syndrome?,Sotos syndrome is an overgrowth syndrome with characteristic facial gestalt and mental retardation of variable severity.,0
3803,30,Is Tcf3 associated with the Wnt pathway?,"Thus, Tc",0
2773,3,Which database associates human noncoding SNPs with their three-dimensional interacting genes?,Recent high-throughput chromosome conformation capture studies have outlined the principles of these elements interacting and regulating the expression of distal target genes through three-dimensional (3D) chromatin looping.,0
1560,28,Which molecule is targeted by a monoclonal antibody Secukinumab?,"Blockade of IL-17A by secukinumab does not appear to interfere with efficacy of influenza and meningococcal vaccinations, as assessed by the achievement of protective antibody levels.",0
2765,3,Cemiplimab is used for treatment of which cancer?,Cemiplimab Approved for Treatment of CSCC.,1
516,1,Is there an association between TERT promoter mutation and survival of glioma patients?,"Kaplan-Meier's survival analysis showed that TERT promoter mutation (P=0.037), Isocitrate dehydrogenase (IDH) mutation (P<0.001), and 1p/19q codeletion (P<0.001) were associated with favorable overall survival (OS).",0
2123,8,What condition is usually represented by the acronym SUDEP?,"Sudden unexpected death in epilepsy (SUDEP) is a - probably heterogeneous - condition where patients with epilepsy die suddenly, almost certainly during a seizure and with no other identified cause of death.",0
1063,3,Which mutations of SCN5A gene are implicated in Brugada syndrome?,"Eight patients (10.5%) had point mutations (R27H, E901K, G1743R (detected in three families), V728I, N1443S and E1152X).",0
3648,28,Describe MAGNIMS criteria.,"To evaluate the 2005 and 2016 MAGNIMS magnetic resonance imaging criteria for dissemination in space for multiple sclerosis, both alone and with oligoclonal bands in cerebrospinal fluid added, as predictors of a first clinical event consistent with central nervous system demyelination in children with radiologically isolated syndrome.",0
2513,2,Which resource contains accurate enhancer predictions in the developing limb?,Limb-Enhancer Genie: An accessible resource of accurate enhancer predictions in the developing limb.,1
3308,2,What is 23andMe?,"personal genomics services, exemplified by the company 23andMe,",1
1296,15,Which proteins are related to the loss of cell-cell adhesion during EMT (epithelial-mesenchymal transition)?,"This appeared fundamentally different to the EGF-induced EMT, highlighting the multiple pathways which can regulate EMT",0
1617,12,What are the skeletal muscle satellite cells?,Satellite cells are essential for skeletal muscle regeneration as they ultimately provide the myogenic precursors that rebuild damaged muscle tissue,0
166,11,Are there any statistical methods for normalizing and identifying differential regions in histone modification ChIP-seq data?,"In this paper we propose a two-stage statistical method, called ChIPnorm, to normalize ChIP-seq data, and to find differential regions in the genome, given two libraries of histone modifications of different cell types.",0
74,11,Do patients with Pendred syndrome present congenital deafness?,"The occurrence of congenital deafness, mutism and goitre unassociated with cretinism or mental retardation in euthyroid patients is known as Pendred's Syndrome.",0
3326,4,Is there a role for MRPL53 in cancer?,"Through this strategy, we detected significant cis-eQTLs (i.e., DNA variants affecting gene expression) and selected a few candidates to conduct an association study in a large Brazilian cohort (624 patients and 668 controls).",1
1640,13,Is Turcot syndrome associated with glioblastoma?,"We conclude that 1) the giant cell variant of GBM is overrepresented in TS; 2) gliosarcomas may also be encountered; and 3) survival is often favorable, despite histological anaplasia and exuberant proliferation.",0
301,11,Which oncogenes are able to induce cellular senescence?,"Activated RAS/BRAF oncogenes induce cellular senescence as a tumor-suppressive barrier in early cancer development, at least in part, via an oncogene-evoked DNA damage response (DDR).",0
112,6,What kind of affinity purification would you use in order to isolate soluble lysosomal proteins?, We purified mannose 6-phosphorylated proteins by affinity chromatography,0
2172,2,Which protein is the main marker of Cajal bodies?,"coilin is tightly associated with nucleic acid, displays RNase activity in vitro, and is redistributed to the ribosomal RNA (rRNA)-rich nucleoli in cells treated with the DNA-damaging agents cisplatin and etoposide",0
553,9,What is the role of ELMO1 gene in cell migration?,"Our findings indicate that a chemokine-controlled pathway, consisting of Gαi2, ELMO1/Dock180, Rac1 and Rac2, regulates the actin cytoskeleton during breast cancer metastasis.",0
3487,0,Can the radiation of cellphones be dangerous?," While cellphones were very popular for entertainment and social interaction via texting, cordless phones were most popular for calls.",1
215,11,What systems have been developed for the numbering of antibody residues?,"We show that 71 of these hypervariable regions have a conformation that is very close to what can be defined as a ""standard"" conformation of each canonical structure.",0
671,35,What is known about the Digit Ratio (2D:4D) cancer?,CONCLUSIONS: Patients with a lower digit ratio have higher risks of prostate biopsy and prostate cancer.,0
2993,1,Which deep learning algorithm has been developed for variant calling?,Here we show that a deep convolutional neural network can call genetic variation in aligned next-generation sequencing read data by learning statistical relationships between images of read pileups around putative variant and true genotype calls.,1
4143,10,Where is the klotho protein primarily expressed in the body,"Thus, upregulating Klotho in the brain may lead to novel therapeutics to people suffering or at risk for neurodegenerative diseases such as Alzheimer's, Parkinson's, and amyotrophic lateral sclerosis, and demyelinating diseases such as multiple sclerosis",0
959,6,Which are the most common methods for ctDNA (circulating tumour DNA) detection?,"Finally, we evaluated biopsy-free tumor screening and genotyping with CAPP-Seq.",0
1083,0,Which gene has been found to be mutant in Lesch-Nyhan Disease patients?,We describe a family of seven boys affected by Lesch-Nyhan disease with various phenotypes.,0
2912,2,Which disease can be classified with the Awaji Criteria?,"However, previous studies that have assessed the diagnostic sensitivities of the Awaji criteria (AC) and the revised El Escorial criteria (rEEC) in patients with ALS have been inconsistent, most of them were consensual regarding the advantage of Awaji over conventional criteria.",0
409,0,Does a linker histone exist in the yeast genome?,Hho1p is a bona fide linker histone,0
824,0,is pharmacological treatment of subclinical hypothyroidism effective in reducing cardiovascular events?,"The decision to treat elderly people is still an unresolved clinical challenge--first, due to a lack of appropriately powered randomized controlled trials of L-T4 in sHT patients, examining cardiovascular hard endpoints in various classes of age; and second, because of the negative effects of possible overtreatment.",0
1054,11,What are the symptoms of Rotor syndrome?,"Here, we analyzed 8 Rotor-syndrome families and found that Rotor syndrome was linked to mutations predicted to cause complete and simultaneous deficiencies of the organic anion transporting polypeptides OATP1B1 and OATP1B3.",0
3057,3,Which cancer is associated with increased levels of Serum alpha fetoprotein (AFP) ?,"Cirrhosis in patients with chronic hepatitis C increases the risk of hepatocellular carcinoma (HCC), and surveillance with ultrasound (US) and alpha-fetoprotein (AFP) is recommended.",1
376,5,List human diseases involving genomic imprinting.,"eregulation of imprinted genes has been observed in a number of human diseases as gestation trophoblastic disease, Prader-Willi, Angelmann and Beckwith-Wiedemann syndromes and plays significant role in the carcinogenesis.",0
1005,6,Is amoxicillin used for treatment of malnutrition in children?,"Children who took amoxicillin and de-worming had 95% (HR = 1.95, 95%-CI = 1.17, 3.23) and 74% (HR = 1.74, 95%-CI = 1.07, 2.83) more probability to recover from SAM as compared to those who didn't take them.",0
3533,6,What is the mode of action of filgotinib?,"Here we review the pharmacology and clinical trial data for efficacy and safety of filgotinib, an investigational selective JAK1 inhibitor.",0
2684,2,What is the dardarin protein?,The leucine rich repeat kinase 2 (LRRK2/dardarin) is implicated in autosomal dominant familial and sporadic Parkinson's disease (PD);,1
2005,18,Is Doxorubicin cardiotoxic?,Quercetin attenuates doxorubicin cardiotoxicity by modulating Bmi-1 expression.,0
901,32,Which disorder is rated by Palmini classification?,"Ten of the 12 patients (83%) who had adequate tissue excised adjacent to the meningioangiomatosis demonstrated evidence of focal cortical dysplasia, with 6 of those (60%) classified as Palmini type IA, and 4 patients (40%) classified as Palmini type IIA.",0
670,1,List the components of mTOR Complex 2 (mTORC2).," Rictor, an mTORC2-specific component",0
3622,5,"What is the aim of the ""Radiogenomics Consortium""?",Development of a test predicting risk of toxicity could benefit many cancer patients.,1
989,26,What is the synonym of the lubag disease?,Regional and global metabolic rates for glucose (rCMRGlc and GMR) were estimated using [18F]fluorodeoxyglucose and positron emission tomography in 3 patients with Filipino X-linked dystonia-parkinsonism (lubag).,0
3797,13,Which histone mark distinguishes active from inactive enhancers?,Howe,0
2450,3,What is BBCAnalyzer?,"Thereby, the tool provides a straightforward solution for evaluating any list of expected mutations like hotspot mutations, or even whole regions of interest.",0
3249,12,Which receptor is inhibited by bimagrumab?,"This study aimed to explore the clinical potential of bimagrumab , a human monoclonal antibody targeting the activin type II receptor , for the recovery of skeletal muscle volume from disuse atrophy using an experimental model of lower extremity immobilization",0
95,18,Does the CTCF protein co-localize with cohesin?,Recent experiments have revealed that cohesin binds to the same sites in mammalian genomes as the zinc finger transcription factor CTCF,0
1715,0,Name triad of Wernicke encephalopathy.,"In the classical form it is characterized by a typical triad (confusion, oculomotor disturbance and ataxia), however, in the majority of the cases only confusion is present.",0
1100,1,Provide examples of how molecular transporters contribute to multi-drug resistance in bacteria.,"Overall, the phylogenetic diversity of As-resistant bacteria in underground water was very limited if compared with lentic and lotic waters.",1
2259,0,Does TUC.338 inhibit colorectal cancer?,TUC.338 promotes invasion and metastasis in colorectal cancer.,0
141,21,What is Genomicus?,"The Genomicus web server (http://www.genomicus.biologie.ens.fr/genomicus) is a visualization tool allowing comparative genomics in four different phyla (Vertebrate,",0
4127,3,What is BEL(Biological Expression Language) used for?,It is used in various situations to extract such knowledge and transform it into BEL networks.,0
1350,17,"Which are the bioinformatics tools for gene structure prediction?
","A crucial part in the gene structure prediction is to determine the precise exon-intron boundaries, i.e.",1
1754,21,Could BRCA gene test used for breast and ovarian cancer risk?,BRCA1 and BRCA2 genes are responsible for 5-10% of breast and ovarian cancer cases.,1
1825,15,What are PD-1 inhibitors?,PD-1 inhibits T cell proliferation by upregulating p27 and p15 and suppressing Cdc25A.,0
556,7,Which RNA polymerase is used for the replication of viroids?,Inhibition of alpha-amanitin-sensitive CEV synthesis in 200 mM (NH(4))(2)SO(4) resembles the reaction of RNA polymerase II on a free nucleic acid template,0
3649,8,Is SATB1 expressed in thymocytes?," We also demonstrate that GATA3, the key transcriptional regulator of αβ T cells positively regulates SATB1 expression in thymocytes suggesting an important role for SATB1 during T cell development.",0
3001,19,What is CardioClassifier?,"CardioClassifier integrates data retrieved from multiple sources with user-input case-specific information, through an interactive interface, to support variant interpretation.",1
3704,19,Does radiotherapy for prostate cancer increase bladder cancer risk?,"OBJECTIVE

Although it is well known that radiotherapy for prostate cancer increases comorbid rate of secondary bladder cancer, the effect of aging and smoking with radiotherapy on incidence rate of secondary bladder cancer remains unknown.",0
4021,14,Please list the 2 vaccines for herpes zoster(shingles),"recommending vaccination of adults 70 years of age (YOA) with the zoster vaccine live (ZVL), the only vaccine available at the time.",0
396,22,Which hormone abnormalities are common in Williams syndrome ?, This study confirms the presence of alterations of thyroid function in WS and also suggests the frequent occurrence of abnormalities of thyroid morphology in these patients.,1
3667,5,What is the target of galcanezumab?,"Introduction Galcanezumab is a humanized monoclonal antibody binding calcitonin gene-related peptide, used for migraine prevention.",1
2171,1,Is tirilazad effective for treatment of aneurysmal subarachnoid haemorrhage?,"During the treatment period, fewer patients developed delayed cerebral ischaemia in the tirilazad group than in the control group (OR 0.80, 95% CI 0.69 to 0.93).",0
3002,17,List clinical disorders or diseases where uc.189 is involved?,"Uc.189 might be considered as a novel molecule involved in ESCC progression, which provides a potential prognostic biomarker and therapeutic target.",1
4174,13,What percent of Rheumatoid Arthritis (RA) patients are not responding to anti-TNF therapy?,"These therapies are, however, expensive and 30% of patients fail to respond.",1
84,15,Is valproic acid effective for glioblastoma treatment?,Valproic acid use during radiation therapy for glioblastoma associated with improved survival,0
2269,0,What is the main focus of the CVE R/Bioconductor package?,CVE: an R package for interactive variant prioritisation in precision oncology.,1
